user_id,pr_id,interaction_type
U788,P200,purchase
U27,P308,cart
U62,P235,purchase
U547,P398,purchase
U881,P200,purchase
U131,P319,wishlist
U807,P358,view
U761,P165,view
U864,P468,wishlist
U135,P137,view
U747,P126,cart
U613,P53,wishlist
U676,P461,cart
U804,P143,view
U394,P400,view
U779,P359,cart
U650,P254,wishlist
U153,P48,purchase
U239,P15,cart
U265,P80,view
U28,P194,view
U620,P411,view
U190,P411,view
U73,P377,view
U237,P231,view
U152,P143,view
U885,P70,cart
U351,P398,view
U697,P176,purchase
U691,P362,purchase
U700,P398,wishlist
U510,P365,wishlist
U789,P250,wishlist
U611,P75,purchase
U91,P230,wishlist
U671,P125,wishlist
U572,P507,cart
U746,P219,wishlist
U45,P162,cart
U553,P422,wishlist
U569,P136,view
U358,P95,purchase
U577,P100,cart
U714,P395,wishlist
U94,P342,purchase
U246,P362,wishlist
U42,P71,purchase
U460,P4,cart
U256,P98,view
U178,P409,wishlist
U565,P508,purchase
U211,P308,view
U59,P402,purchase
U135,P316,view
U136,P75,wishlist
U840,P292,view
U219,P163,cart
U209,P452,wishlist
U447,P508,wishlist
U380,P295,view
U796,P48,wishlist
U520,P261,purchase
U720,P201,view
U802,P277,wishlist
U379,P279,purchase
U364,P24,wishlist
U149,P341,wishlist
U784,P220,wishlist
U713,P428,wishlist
U775,P516,cart
U360,P330,wishlist
U91,P442,view
U300,P204,cart
U523,P21,view
U392,P39,purchase
U379,P422,wishlist
U234,P315,purchase
U234,P68,view
U815,P240,wishlist
U28,P257,view
U302,P396,purchase
U351,P185,wishlist
U474,P324,wishlist
U360,P460,purchase
U771,P73,purchase
U790,P243,wishlist
U426,P506,purchase
U727,P175,wishlist
U94,P57,purchase
U565,P287,view
U467,P382,purchase
U150,P150,wishlist
U108,P140,cart
U179,P380,view
U94,P309,purchase
U643,P511,purchase
U244,P200,cart
U885,P337,wishlist
U509,P363,purchase
U852,P28,wishlist
U285,P417,view
U274,P58,purchase
U346,P401,purchase
U30,P247,view
U676,P157,purchase
U467,P330,wishlist
U11,P149,purchase
U673,P461,wishlist
U835,P7,view
U725,P34,wishlist
U584,P124,wishlist
U439,P231,wishlist
U505,P1,cart
U360,P158,view
U240,P139,view
U588,P507,purchase
U496,P344,view
U90,P95,wishlist
U520,P386,cart
U307,P293,wishlist
U735,P499,purchase
U240,P422,wishlist
U236,P398,purchase
U127,P184,wishlist
U806,P126,wishlist
U251,P436,wishlist
U296,P230,view
U597,P94,cart
U440,P371,purchase
U588,P279,purchase
U697,P21,view
U321,P27,view
U615,P112,purchase
U582,P230,purchase
U364,P257,view
U38,P64,purchase
U31,P278,purchase
U215,P185,view
U180,P111,purchase
U10,P428,purchase
U718,P139,purchase
U630,P231,view
U611,P45,purchase
U246,P151,wishlist
U654,P176,wishlist
U821,P78,purchase
U383,P518,wishlist
U665,P402,wishlist
U633,P501,purchase
U228,P396,cart
U676,P139,view
U462,P442,purchase
U703,P87,wishlist
U496,P58,purchase
U714,P389,wishlist
U584,P32,purchase
U889,P35,wishlist
U158,P9,cart
U91,P170,wishlist
U699,P23,wishlist
U836,P428,cart
U740,P123,cart
U841,P175,purchase
U242,P153,view
U165,P209,view
U171,P6,cart
U663,P485,wishlist
U132,P427,wishlist
U304,P355,view
U88,P86,cart
U841,P23,wishlist
U598,P289,view
U413,P325,wishlist
U200,P463,cart
U260,P71,view
U109,P501,wishlist
U600,P340,wishlist
U697,P325,cart
U841,P177,wishlist
U582,P9,cart
U655,P516,wishlist
U149,P32,view
U351,P461,purchase
U75,P460,wishlist
U112,P335,wishlist
U520,P68,cart
U779,P423,cart
U413,P8,view
U335,P93,view
U611,P293,wishlist
U236,P218,view
U327,P430,wishlist
U283,P317,cart
U652,P71,view
U802,P28,view
U813,P377,wishlist
U240,P3,purchase
U771,P310,view
U443,P289,wishlist
U11,P203,cart
U439,P118,purchase
U359,P461,wishlist
U405,P339,wishlist
U796,P263,view
U571,P53,wishlist
U106,P361,view
U825,P27,view
U191,P250,wishlist
U360,P338,cart
U834,P468,cart
U87,P427,purchase
U582,P405,purchase
U687,P27,view
U816,P58,wishlist
U413,P474,wishlist
U92,P143,view
U260,P10,wishlist
U71,P493,wishlist
U277,P246,view
U690,P92,purchase
U581,P362,cart
U583,P511,purchase
U380,P139,purchase
U313,P115,wishlist
U691,P200,purchase
U24,P427,wishlist
U558,P130,purchase
U671,P398,view
U828,P7,wishlist
U581,P398,view
U27,P469,view
U270,P355,wishlist
U417,P284,view
U130,P124,view
U101,P413,view
U606,P403,purchase
U71,P100,cart
U298,P435,view
U666,P292,wishlist
U528,P422,wishlist
U636,P265,view
U626,P206,cart
U812,P506,wishlist
U17,P151,wishlist
U771,P80,wishlist
U158,P422,cart
U302,P221,cart
U610,P75,purchase
U373,P57,view
U781,P293,cart
U28,P58,view
U348,P249,cart
U855,P71,cart
U326,P21,view
U615,P151,cart
U699,P54,cart
U751,P293,cart
U815,P381,view
U575,P36,wishlist
U328,P484,view
U709,P27,wishlist
U613,P249,cart
U431,P168,view
U334,P212,view
U873,P422,view
U815,P401,view
U394,P18,view
U82,P412,purchase
U841,P116,wishlist
U726,P176,wishlist
U407,P423,wishlist
U10,P170,cart
U228,P17,wishlist
U594,P41,wishlist
U152,P376,cart
U27,P439,view
U646,P372,view
U311,P224,cart
U644,P126,view
U42,P463,purchase
U417,P495,view
U453,P377,purchase
U38,P359,view
U859,P243,view
U878,P508,view
U864,P344,view
U186,P127,cart
U34,P40,purchase
U336,P299,view
U15,P279,cart
U427,P413,view
U400,P231,purchase
U714,P358,view
U564,P147,view
U769,P78,wishlist
U428,P486,view
U813,P72,view
U592,P28,purchase
U325,P401,cart
U825,P99,view
U328,P356,wishlist
U374,P267,cart
U74,P493,wishlist
U75,P65,wishlist
U454,P13,view
U462,P17,view
U460,P504,purchase
U606,P384,wishlist
U608,P518,cart
U517,P147,cart
U269,P340,purchase
U541,P68,wishlist
U30,P360,view
U676,P408,wishlist
U607,P409,purchase
U308,P98,wishlist
U755,P322,view
U775,P28,purchase
U334,P196,cart
U627,P87,purchase
U676,P376,wishlist
U702,P319,wishlist
U222,P303,wishlist
U447,P434,cart
U665,P435,view
U136,P237,view
U496,P319,view
U474,P46,view
U186,P498,cart
U149,P26,view
U74,P249,cart
U716,P461,purchase
U333,P75,purchase
U652,P39,wishlist
U669,P508,view
U642,P315,view
U881,P479,wishlist
U582,P284,view
U461,P516,view
U328,P116,view
U318,P252,cart
U819,P276,wishlist
U676,P44,purchase
U729,P57,wishlist
U475,P151,view
U809,P140,wishlist
U656,P518,view
U186,P325,cart
U736,P153,wishlist
U400,P8,purchase
U152,P146,purchase
U457,P153,purchase
U713,P4,view
U461,P311,cart
U95,P146,view
U476,P78,purchase
U545,P327,wishlist
U678,P72,cart
U126,P179,wishlist
U222,P361,wishlist
U539,P49,view
U570,P335,cart
U828,P159,wishlist
U735,P517,purchase
U236,P308,view
U133,P94,view
U453,P166,purchase
U567,P139,view
U882,P19,cart
U825,P147,cart
U794,P263,wishlist
U264,P86,wishlist
U307,P220,cart
U802,P261,view
U366,P200,purchase
U512,P179,purchase
U329,P112,wishlist
U613,P331,view
U123,P39,purchase
U676,P359,cart
U517,P336,cart
U591,P336,view
U755,P211,purchase
U71,P276,purchase
U279,P510,purchase
U812,P69,wishlist
U858,P325,purchase
U29,P439,wishlist
U335,P90,purchase
U65,P396,cart
U829,P4,view
U96,P180,view
U584,P73,view
U547,P508,cart
U152,P441,view
U444,P444,purchase
U582,P58,wishlist
U837,P48,purchase
U10,P236,view
U496,P7,view
U415,P516,view
U403,P433,purchase
U62,P64,view
U171,P330,cart
U202,P146,view
U365,P115,wishlist
U218,P68,wishlist
U882,P218,cart
U836,P137,wishlist
U436,P336,view
U867,P377,cart
U15,P200,view
U113,P233,purchase
U186,P435,wishlist
U215,P158,purchase
U820,P236,wishlist
U843,P220,purchase
U234,P503,wishlist
U560,P211,view
U360,P21,wishlist
U779,P51,wishlist
U600,P404,wishlist
U330,P403,view
U126,P240,purchase
U435,P444,view
U679,P311,view
U318,P261,purchase
U107,P406,wishlist
U82,P175,view
U576,P116,wishlist
U300,P295,view
U248,P381,cart
U783,P35,wishlist
U667,P489,view
U104,P341,wishlist
U606,P293,wishlist
U135,P324,wishlist
U308,P126,purchase
U186,P68,wishlist
U372,P116,wishlist
U174,P190,view
U459,P95,cart
U328,P81,wishlist
U6,P408,view
U195,P209,purchase
U606,P427,view
U38,P508,wishlist
U678,P317,purchase
U776,P58,view
U841,P405,cart
U828,P23,purchase
U334,P261,cart
U820,P38,purchase
U410,P263,view
U91,P344,wishlist
U27,P68,purchase
U436,P117,purchase
U314,P235,view
U869,P287,cart
U366,P283,wishlist
U572,P303,view
U615,P435,view
U744,P384,view
U23,P411,wishlist
U523,P8,wishlist
U736,P194,wishlist
U274,P339,wishlist
U107,P15,cart
U16,P402,wishlist
U158,P244,wishlist
U755,P267,cart
U877,P29,wishlist
U45,P146,purchase
U610,P46,cart
U202,P111,purchase
U813,P87,cart
U572,P398,cart
U222,P45,purchase
U853,P294,view
U615,P247,purchase
U435,P167,view
U116,P146,wishlist
U13,P419,purchase
U723,P400,view
U720,P75,wishlist
U137,P262,view
U46,P159,wishlist
U610,P220,purchase
U886,P276,cart
U724,P127,view
U779,P316,view
U541,P513,view
U485,P287,wishlist
U157,P455,purchase
U77,P208,wishlist
U550,P84,purchase
U700,P487,wishlist
U27,P134,purchase
U757,P158,wishlist
U548,P427,view
U604,P363,wishlist
U740,P140,cart
U597,P503,cart
U523,P436,view
U229,P430,cart
U181,P408,view
U230,P117,cart
U759,P249,cart
U194,P325,cart
U761,P54,wishlist
U200,P318,cart
U852,P179,wishlist
U699,P363,purchase
U434,P516,wishlist
U763,P26,purchase
U799,P173,view
U584,P117,wishlist
U157,P212,view
U725,P449,view
U15,P19,cart
U68,P294,purchase
U882,P92,wishlist
U819,P136,cart
U790,P361,wishlist
U156,P249,purchase
U319,P20,purchase
U606,P230,cart
U192,P116,cart
U591,P461,view
U159,P377,wishlist
U279,P58,view
U449,P65,wishlist
U829,P508,purchase
U40,P192,view
U94,P328,purchase
U182,P22,cart
U650,P111,view
U79,P398,purchase
U31,P138,wishlist
U528,P449,purchase
U353,P310,view
U638,P177,purchase
U67,P117,view
U74,P71,view
U815,P117,wishlist
U853,P196,cart
U292,P319,wishlist
U714,P14,wishlist
U620,P46,wishlist
U638,P236,wishlist
U820,P178,view
U586,P335,cart
U775,P315,wishlist
U520,P337,purchase
U58,P243,cart
U557,P461,view
U610,P204,view
U738,P395,wishlist
U131,P63,wishlist
U713,P184,purchase
U571,P408,wishlist
U434,P95,wishlist
U191,P68,view
U829,P400,cart
U346,P409,cart
U827,P344,wishlist
U656,P140,wishlist
U200,P316,view
U332,P90,purchase
U600,P445,purchase
U864,P14,view
U337,P57,purchase
U37,P212,wishlist
U280,P93,cart
U304,P24,purchase
U475,P41,wishlist
U90,P276,wishlist
U215,P344,view
U335,P321,wishlist
U152,P412,wishlist
U237,P488,purchase
U595,P351,cart
U889,P126,cart
U175,P491,view
U810,P65,cart
U784,P384,view
U188,P468,wishlist
U840,P114,purchase
U653,P192,wishlist
U417,P427,wishlist
U337,P139,view
U440,P99,purchase
U419,P418,cart
U277,P308,cart
U235,P179,view
U111,P166,view
U790,P427,cart
U366,P220,view
U126,P292,cart
U325,P401,wishlist
U534,P406,wishlist
U815,P102,wishlist
U123,P469,purchase
U800,P50,view
U474,P85,purchase
U235,P20,purchase
U403,P166,view
U29,P401,wishlist
U237,P452,purchase
U256,P141,view
U759,P439,view
U619,P356,purchase
U476,P261,view
U433,P7,purchase
U37,P401,wishlist
U14,P132,purchase
U476,P344,view
U722,P331,cart
U714,P406,cart
U606,P411,purchase
U837,P412,view
U281,P232,view
U38,P407,cart
U210,P249,cart
U205,P505,wishlist
U550,P52,view
U460,P461,view
U428,P222,purchase
U270,P166,purchase
U508,P240,wishlist
U88,P508,purchase
U436,P433,view
U75,P508,purchase
U788,P159,view
U380,P178,purchase
U26,P46,view
U159,P401,view
U208,P233,view
U426,P324,purchase
U112,P102,view
U324,P80,view
U630,P408,purchase
U711,P496,wishlist
U727,P2,wishlist
U249,P321,purchase
U560,P449,view
U840,P506,view
U665,P115,purchase
U136,P223,view
U882,P386,wishlist
U410,P6,purchase
U428,P479,view
U820,P48,cart
U106,P54,view
U308,P315,wishlist
U702,P196,cart
U243,P469,wishlist
U74,P4,purchase
U796,P401,purchase
U448,P241,purchase
U583,P147,purchase
U173,P200,cart
U802,P1,cart
U575,P502,wishlist
U539,P152,purchase
U140,P293,purchase
U228,P117,cart
U584,P493,view
U90,P177,view
U605,P21,purchase
U59,P195,view
U672,P90,cart
U890,P421,view
U779,P463,view
U206,P252,view
U219,P107,cart
U474,P341,wishlist
U99,P57,wishlist
U747,P29,wishlist
U673,P287,view
U697,P488,purchase
U203,P442,view
U366,P372,view
U748,P100,wishlist
U359,P27,view
U262,P68,view
U720,P439,wishlist
U74,P442,wishlist
U152,P211,wishlist
U130,P395,cart
U300,P200,wishlist
U843,P105,view
U574,P427,wishlist
U283,P495,view
U738,P73,view
U202,P335,view
U397,P461,wishlist
U281,P123,wishlist
U201,P435,wishlist
U815,P113,wishlist
U362,P289,cart
U322,P190,wishlist
U116,P493,view
U664,P293,view
U457,P288,wishlist
U523,P57,wishlist
U429,P422,cart
U357,P430,cart
U475,P308,cart
U605,P6,wishlist
U586,P430,view
U874,P87,purchase
U757,P146,view
U462,P485,purchase
U600,P496,view
U528,P330,wishlist
U820,P447,wishlist
U671,P308,view
U662,P265,purchase
U88,P384,cart
U185,P502,view
U583,P116,view
U74,P99,wishlist
U99,P295,view
U258,P290,view
U548,P7,purchase
U736,P310,wishlist
U319,P132,wishlist
U815,P243,view
U448,P80,purchase
U449,P325,view
U102,P359,cart
U181,P408,purchase
U794,P99,view
U510,P290,cart
U815,P233,view
U713,P178,wishlist
U657,P137,purchase
U126,P428,purchase
U700,P75,wishlist
U440,P130,view
U152,P95,purchase
U149,P68,cart
U607,P476,purchase
U31,P460,cart
U457,P461,wishlist
U415,P195,wishlist
U200,P506,wishlist
U615,P469,wishlist
U600,P366,purchase
U43,P502,view
U571,P137,purchase
U800,P78,view
U200,P141,purchase
U807,P508,wishlist
U682,P176,view
U444,P520,cart
U159,P298,purchase
U838,P406,purchase
U11,P125,purchase
U101,P302,view
U808,P240,purchase
U859,P185,purchase
U370,P99,purchase
U687,P179,cart
U368,P384,view
U135,P252,view
U692,P508,wishlist
U11,P267,view
U376,P157,view
U249,P321,cart
U702,P105,view
U307,P80,purchase
U700,P333,view
U58,P92,view
U800,P485,wishlist
U461,P126,cart
U11,P44,view
U321,P40,view
U392,P35,view
U59,P487,cart
U334,P166,view
U572,P180,wishlist
U457,P427,wishlist
U725,P75,view
U772,P220,view
U722,P338,purchase
U29,P445,wishlist
U84,P235,purchase
U387,P105,wishlist
U827,P387,wishlist
U11,P293,wishlist
U87,P166,cart
U494,P34,view
U166,P7,view
U841,P516,wishlist
U665,P159,wishlist
U135,P112,cart
U228,P224,view
U208,P87,cart
U795,P200,wishlist
U601,P411,view
U461,P392,wishlist
U698,P123,view
U106,P95,cart
U576,P318,view
U351,P111,wishlist
U566,P105,purchase
U191,P310,view
U702,P446,wishlist
U805,P293,wishlist
U341,P204,purchase
U94,P137,purchase
U453,P400,view
U335,P403,view
U19,P173,wishlist
U841,P195,cart
U819,P363,view
U135,P49,view
U335,P137,wishlist
U264,P156,cart
U825,P358,view
U461,P366,purchase
U576,P427,cart
U812,P203,purchase
U697,P241,cart
U574,P195,purchase
U310,P411,view
U298,P400,cart
U768,P184,purchase
U332,P316,wishlist
U457,P316,cart
U264,P32,cart
U210,P356,view
U583,P359,cart
U855,P116,cart
U763,P422,view
U186,P516,wishlist
U571,P442,purchase
U665,P1,view
U553,P177,view
U653,P143,purchase
U79,P3,purchase
U83,P143,view
U825,P141,purchase
U273,P316,wishlist
U170,P139,purchase
U825,P319,view
U671,P412,view
U27,P27,purchase
U837,P498,cart
U343,P463,cart
U819,P389,wishlist
U729,P177,wishlist
U541,P401,wishlist
U707,P283,view
U219,P50,cart
U691,P461,wishlist
U476,P107,view
U168,P320,view
U401,P408,view
U644,P520,wishlist
U606,P513,cart
U14,P196,view
U726,P353,wishlist
U779,P435,view
U430,P330,purchase
U313,P111,cart
U614,P298,cart
U247,P418,view
U398,P201,wishlist
U74,P173,view
U224,P250,cart
U766,P317,purchase
U818,P335,wishlist
U165,P151,cart
U325,P196,view
U715,P107,wishlist
U677,P165,wishlist
U751,P116,wishlist
U837,P365,wishlist
U181,P154,wishlist
U312,P404,purchase
U736,P257,view
U714,P365,view
U520,P26,view
U553,P147,purchase
U726,P68,view
U624,P387,wishlist
U601,P195,wishlist
U400,P483,purchase
U285,P448,wishlist
U372,P372,cart
U614,P363,cart
U674,P419,purchase
U843,P51,wishlist
U15,P46,purchase
U803,P288,purchase
U679,P319,purchase
U521,P422,purchase
U828,P328,cart
U372,P124,cart
U437,P166,wishlist
U38,P7,cart
U277,P412,cart
U541,P501,wishlist
U646,P117,cart
U669,P231,view
U759,P336,cart
U676,P68,view
U802,P3,cart
U584,P507,purchase
U360,P357,purchase
U284,P44,cart
U99,P200,view
U31,P351,wishlist
U365,P398,cart
U34,P251,view
U42,P130,wishlist
U771,P517,wishlist
U191,P97,purchase
U158,P371,cart
U791,P265,view
U370,P7,cart
U788,P65,cart
U308,P177,cart
U200,P460,purchase
U702,P436,cart
U669,P235,wishlist
U857,P200,wishlist
U109,P137,wishlist
U229,P118,view
U300,P497,purchase
U699,P150,wishlist
U343,P460,purchase
U448,P71,wishlist
U424,P98,wishlist
U368,P421,purchase
U40,P287,purchase
U528,P66,cart
U152,P140,view
U112,P7,purchase
U205,P239,purchase
U365,P183,cart
U219,P58,cart
U314,P247,view
U606,P230,wishlist
U594,P178,view
U790,P481,cart
U578,P27,view
U691,P165,wishlist
U137,P318,cart
U240,P293,wishlist
U699,P344,wishlist
U818,P62,view
U615,P58,view
U181,P50,cart
U768,P58,purchase
U863,P57,wishlist
U864,P328,cart
U186,P267,purchase
U310,P491,purchase
U265,P341,purchase
U343,P65,purchase
U29,P384,purchase
U722,P439,view
U841,P520,purchase
U425,P460,purchase
U153,P201,cart
U204,P178,purchase
U180,P480,view
U168,P46,cart
U501,P21,purchase
U542,P287,cart
U557,P100,cart
U887,P478,wishlist
U249,P26,purchase
U737,P485,purchase
U346,P71,cart
U149,P356,cart
U126,P6,purchase
U199,P175,view
U326,P463,cart
U873,P285,purchase
U749,P452,view
U27,P220,cart
U151,P75,purchase
U403,P408,wishlist
U613,P234,view
U10,P317,wishlist
U149,P442,view
U483,P7,view
U558,P102,purchase
U95,P376,wishlist
U523,P486,purchase
U634,P130,view
U697,P507,view
U757,P408,wishlist
U691,P487,wishlist
U702,P369,wishlist
U310,P204,wishlist
U600,P208,cart
U312,P182,view
U436,P508,wishlist
U336,P185,purchase
U334,P412,purchase
U222,P133,wishlist
U444,P358,wishlist
U279,P146,view
U840,P372,view
U638,P87,purchase
U704,P65,cart
U620,P508,wishlist
U168,P310,cart
U51,P449,view
U810,P69,wishlist
U604,P409,wishlist
U239,P9,wishlist
U541,P63,wishlist
U174,P497,view
U720,P51,purchase
U82,P293,wishlist
U205,P159,cart
U608,P21,wishlist
U820,P1,view
U483,P436,cart
U512,P265,wishlist
U534,P436,view
U102,P80,purchase
U222,P246,cart
U725,P200,view
U467,P118,view
U152,P317,view
U608,P461,purchase
U206,P35,view
U837,P158,view
U426,P163,cart
U201,P217,purchase
U796,P186,wishlist
U834,P475,cart
U810,P146,purchase
U869,P442,cart
U688,P68,purchase
U611,P453,view
U134,P184,cart
U194,P183,view
U243,P450,view
U746,P194,purchase
U437,P230,wishlist
U583,P338,view
U166,P483,purchase
U669,P516,wishlist
U676,P265,cart
U522,P357,wishlist
U606,P63,view
U873,P386,view
U716,P204,view
U84,P427,wishlist
U366,P310,view
U474,P123,cart
U531,P427,view
U91,P49,purchase
U37,P137,cart
U199,P68,wishlist
U158,P501,cart
U185,P182,cart
U413,P382,view
U841,P383,wishlist
U611,P487,purchase
U149,P219,wishlist
U374,P419,wishlist
U882,P330,wishlist
U810,P140,purchase
U132,P50,purchase
U843,P117,purchase
U107,P27,wishlist
U265,P518,cart
U615,P516,purchase
U322,P262,wishlist
U759,P116,view
U657,P449,purchase
U858,P461,cart
U46,P241,view
U205,P319,view
U412,P359,cart
U547,P109,view
U577,P194,cart
U796,P8,view
U332,P469,view
U199,P250,view
U544,P118,view
U461,P359,view
U246,P7,view
U744,P185,view
U431,P412,view
U643,P333,purchase
U467,P222,wishlist
U71,P102,wishlist
U75,P470,cart
U125,P261,purchase
U782,P377,cart
U770,P17,cart
U549,P361,view
U166,P498,purchase
U168,P502,purchase
U541,P321,view
U425,P476,wishlist
U751,P139,purchase
U678,P3,cart
U653,P156,wishlist
U158,P478,view
U477,P178,wishlist
U568,P113,cart
U697,P435,view
U576,P220,wishlist
U313,P499,purchase
U126,P338,cart
U453,P446,wishlist
U544,P140,view
U834,P123,purchase
U179,P57,view
U185,P158,cart
U741,P184,purchase
U16,P127,purchase
U615,P339,cart
U627,P411,purchase
U190,P21,purchase
U126,P233,wishlist
U255,P46,wishlist
U243,P262,view
U436,P195,wishlist
U273,P400,view
U494,P48,cart
U696,P483,purchase
U771,P182,cart
U415,P377,wishlist
U703,P369,view
U209,P507,view
U584,P491,cart
U521,P197,purchase
U619,P68,purchase
U209,P178,purchase
U422,P267,wishlist
U504,P204,purchase
U663,P504,view
U135,P430,view
U341,P406,cart
U677,P487,cart
U826,P384,purchase
U192,P196,cart
U249,P211,view
U569,P80,purchase
U357,P162,cart
U419,P32,view
U190,P75,view
U799,P496,purchase
U565,P461,purchase
U184,P422,view
U878,P118,wishlist
U820,P507,view
U77,P324,cart
U250,P139,view
U881,P243,purchase
U562,P355,view
U448,P178,view
U379,P452,wishlist
U673,P338,view
U862,P344,wishlist
U542,P205,cart
U726,P143,cart
U669,P446,view
U672,P358,wishlist
U454,P65,cart
U581,P93,purchase
U181,P412,view
U85,P203,view
U651,P302,wishlist
U457,P520,cart
U672,P337,cart
U876,P175,cart
U583,P177,view
U839,P241,view
U332,P303,wishlist
U815,P505,cart
U558,P205,cart
U656,P508,wishlist
U334,P517,wishlist
U633,P359,cart
U117,P58,wishlist
U11,P151,wishlist
U813,P327,view
U99,P196,wishlist
U430,P427,cart
U813,P484,wishlist
U877,P27,cart
U467,P137,view
U249,P401,cart
U281,P187,cart
U795,P176,view
U653,P262,wishlist
U42,P194,wishlist
U665,P286,wishlist
U134,P95,wishlist
U152,P428,cart
U71,P410,purchase
U234,P321,cart
U610,P353,wishlist
U136,P308,wishlist
U132,P455,cart
U308,P116,view
U373,P441,purchase
U64,P24,view
U180,P21,purchase
U296,P513,cart
U135,P491,cart
U444,P445,view
U810,P100,wishlist
U314,P230,cart
U475,P6,purchase
U600,P105,view
U581,P231,purchase
U311,P58,cart
U465,P503,purchase
U448,P381,view
U104,P7,wishlist
U887,P483,view
U553,P430,cart
U794,P340,view
U180,P129,wishlist
U475,P460,cart
U74,P95,view
U200,P449,wishlist
U608,P87,wishlist
U520,P358,view
U188,P179,purchase
U610,P139,view
U545,P20,view
U839,P475,wishlist
U43,P446,cart
U890,P321,wishlist
U201,P197,cart
U691,P410,view
U544,P116,purchase
U759,P224,wishlist
U775,P78,view
U720,P381,wishlist
U107,P68,wishlist
U761,P411,cart
U191,P325,cart
U402,P192,cart
U528,P22,view
U132,P436,cart
U239,P38,view
U713,P200,purchase
U653,P315,view
U881,P257,cart
U808,P513,view
U716,P24,wishlist
U792,P53,view
U87,P176,purchase
U106,P384,cart
U192,P222,view
U285,P4,cart
U862,P132,cart
U151,P116,wishlist
U725,P254,cart
U611,P114,wishlist
U230,P360,view
U614,P485,view
U340,P186,wishlist
U821,P444,cart
U236,P124,wishlist
U776,P24,wishlist
U531,P200,wishlist
U31,P21,view
U332,P285,view
U426,P409,purchase
U627,P1,wishlist
U512,P470,wishlist
U276,P506,wishlist
U674,P77,wishlist
U755,P14,cart
U440,P427,view
U187,P517,view
U718,P168,wishlist
U101,P507,wishlist
U312,P58,cart
U351,P436,wishlist
U236,P126,purchase
U234,P147,purchase
U461,P461,wishlist
U264,P71,view
U192,P504,purchase
U422,P496,purchase
U792,P330,wishlist
U265,P401,view
U607,P65,wishlist
U606,P276,wishlist
U544,P176,purchase
U868,P318,view
U224,P503,wishlist
U297,P22,purchase
U419,P233,purchase
U351,P65,purchase
U419,P159,view
U757,P241,purchase
U360,P197,purchase
U193,P2,view
U678,P143,wishlist
U92,P105,wishlist
U406,P185,wishlist
U188,P146,wishlist
U820,P19,wishlist
U107,P116,wishlist
U783,P499,wishlist
U29,P99,cart
U662,P439,cart
U439,P408,purchase
U419,P298,view
U536,P233,view
U76,P398,view
U770,P488,wishlist
U796,P9,wishlist
U210,P508,view
U24,P4,wishlist
U222,P384,view
U182,P203,view
U370,P224,view
U67,P454,purchase
U279,P401,wishlist
U729,P460,purchase
U516,P452,wishlist
U744,P117,view
U653,P240,wishlist
U221,P78,wishlist
U200,P237,purchase
U714,P32,view
U401,P65,purchase
U126,P298,view
U310,P357,cart
U695,P262,cart
U779,P306,view
U769,P62,cart
U240,P446,purchase
U812,P6,wishlist
U510,P478,purchase
U760,P54,purchase
U29,P239,view
U769,P195,view
U417,P53,wishlist
U302,P446,view
U209,P241,cart
U351,P68,view
U349,P7,view
U131,P405,purchase
U584,P491,cart
U802,P139,cart
U724,P147,wishlist
U62,P97,wishlist
U697,P442,purchase
U69,P17,cart
U444,P295,wishlist
U747,P285,view
U10,P37,cart
U816,P163,view
U461,P267,view
U864,P445,view
U891,P418,purchase
U199,P7,wishlist
U67,P461,wishlist
U613,P279,cart
U619,P211,view
U528,P65,view
U568,P73,view
U613,P321,view
U92,P26,view
U594,P363,view
U678,P485,purchase
U279,P143,wishlist
U446,P359,wishlist
U610,P487,view
U713,P383,purchase
U691,P427,purchase
U722,P44,view
U662,P505,view
U562,P146,purchase
U699,P302,view
U249,P196,purchase
U613,P3,purchase
U895,P310,wishlist
U597,P302,purchase
U704,P85,wishlist
U299,P40,view
U12,P15,cart
U413,P293,wishlist
U799,P335,cart
U565,P93,view
U709,P177,wishlist
U517,P416,view
U225,P263,view
U541,P203,view
U17,P133,purchase
U869,P419,cart
U584,P182,cart
U843,P318,purchase
U679,P166,wishlist
U424,P328,wishlist
U332,P435,cart
U285,P427,cart
U744,P335,wishlist
U112,P65,wishlist
U761,P166,view
U784,P40,view
U104,P487,cart
U601,P116,purchase
U444,P150,purchase
U895,P417,view
U149,P57,purchase
U542,P182,view
U409,P499,purchase
U52,P256,view
U277,P147,purchase
U421,P430,view
U135,P207,wishlist
U69,P34,purchase
U443,P358,wishlist
U71,P8,view
U692,P508,wishlist
U153,P90,cart
U27,P363,cart
U669,P4,view
U330,P120,purchase
U572,P452,purchase
U152,P287,wishlist
U165,P111,view
U696,P506,view
U609,P205,view
U403,P363,wishlist
U240,P100,view
U737,P1,wishlist
U699,P162,view
U568,P32,cart
U94,P411,wishlist
U448,P321,view
U615,P146,purchase
U10,P204,cart
U202,P461,view
U336,P191,wishlist
U884,P478,purchase
U101,P503,purchase
U882,P336,view
U473,P233,wishlist
U609,P344,wishlist
U884,P24,purchase
U158,P325,view
U218,P87,purchase
U509,P338,wishlist
U571,P34,wishlist
U859,P143,cart
U24,P221,view
U300,P107,view
U63,P14,wishlist
U747,P204,view
U768,P24,purchase
U403,P170,purchase
U401,P100,view
U439,P358,wishlist
U702,P288,cart
U584,P366,cart
U235,P243,view
U200,P2,view
U608,P100,cart
U11,P487,wishlist
U224,P400,view
U757,P230,wishlist
